"iteration","logistic_acc","logistic_profit","logistic_utility_profit","gbm_acc","gbm_profit","gbm_utility_profit","rf_acc","rf_profit","rf_utility_profit","ann_acc","ann_profit","ann_utility_profit"
0,0.574257425742574,516.745789317754,516.745789317754,0.623762376237624,-95.8089124746838,982.524420858649,0.673267326732673,-190.706211363248,2490.67900977741,0.534653465346535,-380.891468381406,1638.08552180534
1,0.554455445544555,-422.504755344555,-322.504755344555,0.564356435643564,-1353.62276528854,-1260.2894319552,0.633663366336634,-1326.444433925,2593.54193632454,0.564356435643564,289.057915519416,1484.36670036912
2,0.554455445544555,-421.222704062503,-421.222704062503,0.603960396039604,-688.026988516288,-55.6740473398178,0.633663366336634,-933.247689492961,2647.21467260598,0.564356435643564,290.339966801468,1384.36670036912
3,0.564356435643564,-14.2535163874319,-14.2535163874319,0.633663366336634,18.8637677862322,-414.787025864562,0.613861386138614,-1370.72387996915,2490.9228887055,0.584158415841584,545.249409210911,1641.2072530153
4,0.603960396039604,571.986903599118,571.986903599118,0.603960396039604,-664.664760742297,-334.664760742297,0.613861386138614,-1225.12695225458,2578.57766506737,0.594059405940594,727.155353616855,1739.15506015748
5,0.603960396039604,536.021991318417,536.021991318417,0.623762376237624,-394.836022229346,10.1639777706542,0.603960396039604,-1699.25432952127,2645.56632095763,0.594059405940594,691.190441336154,1403.91843919331
6,0.594059405940594,402.688657985084,402.688657985084,0.643564356435644,-90.3468447401688,653.560037850925,0.633663366336634,-922.731538586715,2612.85410563671,0.594059405940594,625.705463351177,1866.41881132284
7,0.584158415841584,286.021991318417,286.021991318417,0.613861386138614,-536.102741301693,547.23059203164,0.623762376237624,-1174.47529695963,2238.12788591049,0.584158415841584,509.03879668451,1866.41881132284
8,0.584158415841584,256.610226612534,256.610226612534,0.643564356435644,57.1336747403511,651.578119184795,0.613861386138614,-1244.22496340089,2425.00355039485,0.584158415841584,509.03879668451,1271.97436687839
9,0.584158415841584,174.388004390312,174.388004390312,0.584158415841584,-1203.29922569255,-136.026498419822,0.623762376237624,-1225.12590239284,2240.92947632078,0.594059405940594,691.695491841205,1486.52348121011
10,0.554455445544555,-283.707233704926,-283.707233704926,0.643564356435644,42.8234860183972,747.096668975791,0.663366336633663,-753.502713987046,2557.15487732879,0.574257425742574,162.621417767131,1359.25612982512
11,0.574257425742574,-223.133363131055,-223.133363131055,0.643564356435644,-137.159863964953,-137.159863964953,0.653465346534653,-840.880003364336,2086.82173221304,0.594059405940594,1481.35733889944,1701.47349094273
12,0.574257425742574,-146.466696464388,-146.466696464388,0.584158415841584,-918.872307581422,-168.872307581422,0.633663366336634,-1065.14813173583,1793.82125121256,0.594059405940594,1481.35733889944,1939.7550644417
13,0.554455445544555,-1020.64738116276,-1138.82919934458,0.613861386138614,-623.854541836102,-282.29610027766,0.653465346534653,-579.273754540695,1809.93380532511,0.574257425742574,152.404809756406,1715.28029794647
14,0.485148514851485,-2443.45805088519,-2443.45805088519,0.633663366336634,-254.674779285495,150.1970155863,0.653465346534653,-777.540816345903,1111.28060667191,0.643564356435644,2414.0830900783,1214.45203413867
15,0.574257425742574,-726.037295231918,-726.037295231918,0.643564356435644,-122.518935129651,831.165275396665,0.663366336633663,-553.550492943815,378.786619177923,0.623762376237624,1573.17399916921,473.542943229576
16,0.564356435643564,-841.950561439302,-841.950561439302,0.623762376237624,-205.47485045641,-31.0304060119659,0.693069306930693,-162.498812394908,648.343873517785,0.623762376237624,1573.17399916921,473.542943229576
17,0.574257425742574,-494.238143138648,-494.238143138648,0.643564356435644,120.445228422748,113.778561756081,0.653465346534653,-702.607550000872,1007.37791516052,0.633663366336634,1764.0830900783,773.542943229576
18,0.574257425742574,-501.182587583092,-501.182587583092,0.623762376237624,-237.805910416626,-563.09576548909,0.633663366336634,-1164.64963323733,789.424242424242,0.623762376237624,1573.17399916921,773.542943229576
19,0.574257425742574,-482.327368727873,-482.327368727873,0.603960396039604,-602.412230022945,-892.08084600735,0.643564356435644,-844.617943793874,606.976577367881,0.613861386138614,1454.99218098739,773.542943229576
20,0.574257425742574,-496.393864891556,-496.393864891556,0.643564356435644,145.734351537959,1215.73435153796,0.663366336633663,-574.1275447357,750.454838237446,0.613861386138614,1433.73614234005,673.542943229576
21,0.574257425742574,-434.855403353094,-434.855403353094,0.643564356435644,91.4286572322651,532.570293373902,0.653465346534653,-748.676763552399,487.990563381867,0.613861386138614,1433.73614234005,873.542943229576
22,0.584158415841584,-328.256024471107,-490.756024471107,0.613861386138614,-622.927527929547,-366.631231633251,0.653465346534653,-820.819620695256,743.899654290958,0.623762376237624,1620.69266407918,633.542943229576
23,0.594059405940594,9.43878072369803,9.43878072369803,0.613861386138614,228.765781981154,-48.8657969662139,0.653465346534653,-616.226277205276,918.310428701732,0.623762376237624,1706.60175498827,824.452034138667
24,0.584158415841584,-177.503417539255,-177.503417539255,0.643564356435644,-84.2258048160599,-113.61974421,0.663366336633663,-473.28129947769,447.795758187062,0.613861386138614,1568.86590593166,824.452034138667
25,0.594059405940594,-8.05113069566391,365.948869304336,0.594059405940594,-735.660116977925,-535.660116977925,0.673267326732673,-461.592987789378,1043.89965429096,0.603960396039604,1423.41136047712,724.452034138667
26,0.584158415841584,-229.962895401546,25.0371045984541,0.633663366336634,59.8179945218581,585.824435745691,0.693069306930693,176.227867825596,706.20216659347,0.594059405940594,1293.99959577124,624.452034138667
27,0.564356435643564,-328.389220877071,-328.389220877071,0.623762376237624,-58.1173631961079,-58.1173631961079,0.683168316831683,-76.3478897501619,528.899654290958,0.594059405940594,1293.99959577124,184.452034138667
28,0.534653465346535,-724.392734271888,-724.392734271888,0.623762376237624,-248.278682269191,-252.461063355597,0.663366336633663,-365.474449464957,432.038182429486,0.584158415841584,1163.69656546821,534.452034138667
29,0.534653465346535,-736.470028957879,-736.470028957879,0.613861386138614,-259.3886601253,379.500228763589,0.673267326732673,-145.272429262937,1192.27627766758,0.574257425742574,1008.14100991265,378.896478583111
30,0.534653465346535,-696.953899925621,-696.953899925621,0.643564356435644,197.586653112273,-208.983642204153,0.653465346534653,-457.885151771295,1040.7519656594,0.584158415841584,1172.65713894491,543.412607615369
31,0.574257425742574,91.431984863076,91.431984863076,0.653465346534653,612.306921711125,712.306921711125,0.653465346534653,-688.69034657649,1082.79654748659,0.584158415841584,876.657138944907,143.412607615369
32,0.574257425742574,241.749445180536,241.749445180536,0.584158415841584,-790.277292997804,-192.908871945172,0.643564356435644,-786.742294628438,1140.4357601258,0.534653465346535,40.909661065076,345.813427407493
33,0.544554455445545,-95.86485474401,-95.86485474401,0.594059405940594,-492.793412356028,-559.460079022695,0.633663366336634,-825.298444361059,1101.68751159494,0.534653465346535,15.390185707365,555.813427407493
34,0.574257425742574,385.165741069194,385.165741069194,0.653465346534653,584.899780119772,618.233113453105,0.643564356435644,-636.474914949294,1925.26740995745,0.524752475247525,-90.859814292635,595.813427407493
35,0.584158415841584,416.832407735861,310.165741069194,0.613861386138614,-273.498540561157,-435.998540561157,0.673267326732673,-189.093962568342,1414.41992410996,0.524752475247525,-147.754777437598,551.915253118015
36,0.584158415841584,448.69336481421,448.69336481421,0.653465346534653,372.958384579979,65.0917929672571,0.663366336633663,-402.374892165061,1366.02498571503,0.524752475247525,-206.938362936973,243.181848460125
37,0.584158415841584,338.69336481421,338.69336481421,0.623762376237624,-148.446914913557,35.9975295308871,0.673267326732673,-152.894372684542,1564.55638185512,0.564356435643564,239.091210430836,-451.917181050669
38,0.574257425742574,232.44336481421,232.44336481421,0.643564356435644,431.066048062356,356.686963095035,0.693069306930693,294.946536406367,1606.24700615444,0.534653465346535,-1063.62603850952,-85.633537158329
39,0.584158415841584,577.303511771543,577.303511771543,0.663366336633663,712.197024480383,574.101786385145,0.683168316831683,142.132683592514,2013.64729094603,0.544554455445545,-901.126038509524,90.344723711236
40,0.594059405940594,498.859067327099,498.859067327099,0.633663366336634,196.058308124276,196.058308124276,0.663366336633663,-373.668182208351,1665.45888514893,0.544554455445545,-923.626038509524,-15.633537158329
41,0.544554455445545,-425.937874861147,-425.937874861147,0.653465346534653,540.740847806815,380.976538042505,0.673267326732673,-66.7341358625399,1393.41430332174,0.564356435643564,192.841210430836,-211.917181050669
42,0.544554455445545,-410.223589146861,-410.223589146861,0.653465346534653,433.201165267133,433.201165267133,0.653465346534653,-549.339177879346,1760.50550519555,0.554455445544555,-637.911752795238,-50.633537158329
43,0.554455445544555,-307.048985972258,-307.048985972258,0.673267326732673,1119.81511009847,1057.31511009847,0.683168316831683,77.2120486718802,1413.73061342065,0.564356435643564,197.444385034011,-69.417181050669
44,0.554455445544555,-307.048985972258,-307.048985972258,0.643564356435644,83.4753355413032,609.384426450394,0.663366336633663,-586.040032580201,1524.13162143036,0.544554455445545,-220.055614965989,-466.917181050669
45,0.554455445544555,-278.639895063167,-278.639895063167,0.653465346534653,531.732911298879,405.417121825195,0.673267326732673,-151.102822731227,1259.52959704573,0.514851485148515,-480.139242387852,-314.218971331999
46,0.544554455445545,-385.306561729834,-385.306561729834,0.643564356435644,226.581396147363,280.228569636642,0.673267326732673,-109.292280332449,1317.76740995745,0.514851485148515,-468.624090872701,-314.218971331999
47,0.534653465346535,-419.302420943085,-419.302420943085,0.653465346534653,530.89241524099,530.89241524099,0.673267326732673,-67.5738538314148,1494.45938143203,0.504950495049505,-504.381666630277,-223.309880422908
48,0.534653465346535,-514.302420943085,-514.302420943085,0.613861386138614,-176.554779271422,-352.053354769997,0.663366336633663,-173.987146421179,1386.68280615546,0.504950495049505,-670.290757539368,-500.12806224109
49,0.564356435643564,-232.628539269204,-232.628539269204,0.623762376237624,-159.205039639074,-142.538372972407,0.653465346534653,-646.355960613522,1083.87554095689,0.504950495049505,-738.977626226237,-600.12806224109
50,0.574257425742574,-84.4900111306758,-321.719448360113,0.623762376237624,-36.9494005413288,-159.676673268602,0.663366336633663,-451.846156691953,1579.67462914728,0.504950495049505,-738.977626226237,-380.12806224109
51,0.564356435643564,-231.481353122018,-231.481353122018,0.663366336633663,634.977836756752,1118.54686032578,0.663366336633663,-323.446869704431,591.682806155455,0.534653465346535,-122.026262642521,-479.548352096163
52,0.554455445544555,-405.46340971277,-405.46340971277,0.663366336633663,677.483767811882,315.130682300902,0.702970297029703,348.602819736563,922.159756849798,0.554455445544555,151.020690404432,-193.451043607551
53,0.554455445544555,-453.876108125469,-453.876108125469,0.633663366336634,14.9442169014873,-107.783055825786,0.683168316831683,94.4758356095782,1297.47606694872,0.495049504950495,-999.533181781793,-1089.37048648351
54,0.603960396039604,422.154341296285,422.154341296285,0.663366336633663,631.600301557571,971.600301557571,0.702970297029703,358.523454657197,306.764576237225,0.554455445544555,134.901948035689,-586.21501876283
55,0.603960396039604,196.615879757823,196.615879757823,0.673267326732673,865.573649961261,865.573649961261,0.712871287128713,500.471506605249,926.657501347542,0.485148514851485,-1295.71722296583,-661.453114000925
56,0.623762376237624,740.328230754666,740.328230754666,0.653465346534653,280.223267915832,923.556601249165,0.693069306930693,-21.9081725391358,1256.56697603962,0.564356435643564,283.1932645623,-347.217277373784
57,0.623762376237624,637.201821736953,637.201821736953,0.683168316831683,869.046797327597,862.38013066093,0.663366336633663,-516.303130522329,661.920901393551,0.564356435643564,334.369735150535,-206.755092499835
58,0.613861386138614,444.650670841812,444.650670841812,0.683168316831683,1508.96665415922,1153.25692529159,0.683168316831683,-34.3622935814918,909.539949012598,0.564356435643564,334.369735150535,-569.953850263809
59,0.643564356435644,905.680082606518,782.150670841812,0.673267326732673,705.753146533946,1455.75314653395,0.683168316831683,-46.5051507243487,567.583427273468,0.564356435643564,259.369735150535,-784.953850263809
60,0.643564356435644,1035.68008260652,1035.68008260652,0.643564356435644,220.778823471388,864.112156804721,0.693069306930693,301.923420704222,686.631046321088,0.574257425742574,493.369735150535,-445.668135978095
61,0.633663366336634,910.535155070286,910.535155070286,0.663366336633663,630.058272092941,630.058272092941,0.683168316831683,55.0619488427502,1073.64403333407,0.564356435643564,283.369735150535,-471.040806785549
62,0.633663366336634,1062.35333688847,1062.35333688847,0.623762376237624,-89.8104021178378,-216.126191591522,0.643564356435644,-621.929393148592,1486.92090139355,0.554455445544555,271.187916968717,-336.798382543125
63,0.623762376237624,949.853336888468,949.853336888468,0.623762376237624,102.114549149219,102.114549149219,0.653465346534653,-495.582832302031,934.662214134864,0.564356435643564,399.724954005754,65.2819445372021
64,0.623762376237624,852.472384507516,852.472384507516,0.653465346534653,903.257230732403,980.52995800513,0.633663366336634,-916.773308492507,917.223931696581,0.514851485148515,-525.293215056532,-660.926358148082
65,0.603960396039604,702.860844678584,702.860844678584,0.623762376237624,-368.580243387679,-635.011219818656,0.663366336633663,-308.344737063936,872.132541605191,0.455445544554455,-1511.72768281453,-509.612235356978
66,0.613861386138614,871.194178011917,846.194178011917,0.663366336633663,324.171857452657,201.444584725384,0.683168316831683,58.3219296027303,807.821522511563,0.465346534653465,-1405.47768281453,-1188.84807198412
67,0.603960396039604,143.99188054314,143.99188054314,0.623762376237624,-334.440508442317,-547.357175108984,0.663366336633663,-345.6345921364,54.48818917823,0.445544554455446,-2266.72768281453,-1264.61223535698
68,0.603960396039604,300.420451971711,135.904322939453,0.623762376237624,-75.8144906219268,-191.572066379503,0.693069306930693,357.088163368963,796.300188772837,0.465346534653465,-1771.72768281453,-1013.09049622654
69,0.584158415841584,-16.3905332919599,-16.3905332919599,0.643564356435644,281.114269024224,-107.100016690062,0.702970297029703,467.27449877269,106.414115104156,0.465346534653465,-1771.72768281453,-1661.0035397048
70,0.594059405940594,211.355301884216,211.355301884216,0.653465346534653,368.651647080179,209.828117668414,0.663366336633663,-209.170330459189,653.370636843286,0.455445544554455,-1898.04347228821,-1661.0035397048
71,0.584158415841584,24.3987801450861,24.3987801450861,0.613861386138614,-301.269190820199,-433.087372638381,0.663366336633663,-181.220019900183,423.370636843286,0.465346534653465,-1711.08695054908,-1474.04701796567
72,0.564356435643564,-278.57888734871,-278.57888734871,0.633663366336634,57.3448400764411,57.3448400764411,0.653465346534653,-379.893198573361,-88.585884895844,0.445544554455446,-2054.54848901062,-1779.04701796567
73,0.564356435643564,-354.062758316452,-354.062758316452,0.613861386138614,-194.838954389962,-331.875991426999,0.633663366336634,-882.816106867113,-604.450632760592,0.455445544554455,-1874.54848901062,-1839.04701796567
74,0.594059405940594,23.0380820196831,23.0380820196831,0.643564356435644,351.592800130028,351.592800130028,0.673267326732673,137.711843443445,-407.353708054972,0.435643564356436,-2283.50501074975,-1757.09049622654
75,0.594059405940594,-219.346731143119,-219.346731143119,0.623762376237624,-133.854105905113,-418.781531420775,0.643564356435644,-426.178912859076,18.360389441734,0.425742574257426,-2412.07643932118,-1513.61223535698
76,0.603960396039604,58.0342212378341,58.0342212378341,0.613861386138614,-184.557569108577,-366.98181153282,0.643564356435644,-369.578011629018,-390.332544033807,0.435643564356436,-2245.40977265451,-1346.94556869031
77,0.603960396039604,221.111144314757,221.111144314757,0.613861386138614,-47.3432638060359,-209.843263806036,0.633663366336634,-613.115995384394,11.916760606802,0.475247524752475,-1629.55933850996,-1189.90853165327
78,0.594059405940594,-65.5555223519099,-65.5555223519099,0.603960396039604,-304.987139538147,-304.987139538147,0.643564356435644,-279.211233479632,297.52648099913,0.534653465346535,-540.096329973425,-1280.66610741085
79,0.613861386138614,422.599945368774,422.599945368774,0.643564356435644,419.669723206951,519.669723206951,0.643564356435644,-486.673418353581,30.004393694435,0.524752475247525,-616.909516786611,-1705.76544446671
80,0.613861386138614,538.552326321155,538.552326321155,0.633663366336634,369.442450479678,385.156736193963,0.633663366336634,-617.782662051061,259.855673545714,0.504950495049505,-975.963570840665,-1882.43629374625
81,0.673267326732673,1783.29941557577,1783.29941557577,0.673267326732673,1057.18242789357,1057.18242789357,0.663366336633663,-148.476542765402,317.674336364378,0.504950495049505,-1049.4853099711,-2027.76544446671
82,0.663366336633663,1676.63274890911,1676.63274890911,0.623762376237624,192.554797306858,412.554797306858,0.633663366336634,-476.304401181496,1027.62840081844,0.495049504950495,-1269.4853099711,-1252.76544446671
83,0.663366336633663,1682.25804953441,1682.25804953441,0.663366336633663,943.786512215044,921.059239487771,0.613861386138614,-884.875829752924,1044.721955412,0.514851485148515,-895.431255917046,-828.007722317681
84,0.702970297029703,2212.86651514287,3212.86651514287,0.653465346534653,618.164819093351,459.341289681586,0.633663366336634,-683.221612510472,1200.13161832166,0.495049504950495,-1260.22605071184,-1069.43211113337
85,0.712871287128713,3084.18230461656,2954.77053991067,0.673267326732673,806.437130306165,906.437130306165,0.633663366336634,-797.620108751074,464.68525298399,0.534653465346535,-1206.63976008207,-454.630320852044
86,0.712871287128713,3088.34897128322,3088.34897128322,0.673267326732673,912.399503397693,829.06617006436,0.643564356435644,-508.453442084408,291.890305580346,0.534653465346535,-1271.08781203012,-1207.24278085581
87,0.693069306930693,1958.93720657734,2058.93720657734,0.623762376237624,102.03535773943,-35.0016792976069,0.643564356435644,-442.86520679029,798.071106369843,0.524752475247525,-1327.64243387886,-538.006944228667
88,0.693069306930693,2067.68720657734,2067.68720657734,0.643564356435644,491.238328563245,343.619280944197,0.613861386138614,-1040.26792874864,1418.84297931563,0.504950495049505,-1198.4389576345,-1139.43211113337
89,0.643564356435644,806.680860216278,906.680860216278,0.633663366336634,230.442220484528,107.714947757255,0.633663366336634,-750.900921076004,-165.109882637233,0.514851485148515,-1018.4666898387,-1059.95385026381
90,0.643564356435644,1025.91162944705,1025.91162944705,0.633663366336634,255.135174589247,255.135174589247,0.633663366336634,-425.241580416664,737.324551797201,0.504950495049505,-1126.70818840373,-1069.95385026381
91,0.643564356435644,1005.96278034219,1005.96278034219,0.663366336633663,819.767430653729,819.767430653729,0.613861386138614,-1045.44253036186,-100.214607915871,0.514851485148515,-886.657037508592,-1473.43211113337
92,0.633663366336634,848.819923199331,848.819923199331,0.643564356435644,436.310291979198,207.143625312531,0.643564356435644,-515.428524759618,1120.40858048993,0.504950495049505,-1105.1864492733,-1188.43211113337
93,0.643564356435644,1020.2484946279,1020.2484946279,0.653465346534653,640.194795275465,503.157758238428,0.603960396039604,-1261.91439183372,588.08871517006,0.534653465346535,-507.273955037274,-1004.18968689095
94,0.663366336633663,1369.98111494876,1369.98111494876,0.613861386138614,-338.847287960991,211.152712039009,0.643564356435644,-564.705769254255,613.957311038656,0.495049504950495,-1209.60728837061,-1410.48598318725
95,0.673267326732673,1772.98111494876,1772.98111494876,0.613861386138614,-147.9381970519,-231.271530385233,0.633663366336634,-527.181771512865,548.088715170061,0.495049504950495,-1085.03493412178,-549.18968689095
96,0.702970297029703,2243.36620811646,2243.36620811646,0.643564356435644,493.552904439202,308.325631711929,0.633663366336634,-560.753200084294,81.0146410959861,0.514851485148515,-893.320908084227,-1047.18968689095
97,0.693069306930693,1890.63893538919,1890.63893538919,0.603960396039604,-284.210696482294,-468.866781138379,0.613861386138614,-1062.0009719203,-19.288389207045,0.504950495049505,-1129.36053512385,-1252.18968689095
98,0.663366336633663,2323.61410174031,2323.61410174031,0.643564356435644,223.721254607552,223.721254607552,0.623762376237624,-837.873987793317,252.556156637502,0.485148514851485,-1842.45410237532,-2016.93042763169
99,0.663366336633663,2459.54002766624,2459.54002766624,0.603960396039604,-345.917995031698,-345.917995031698,0.623762376237624,-849.090919010249,-332.214607915871,0.495049504950495,-1637.37163445848,-1045.63413133539
100,0.663366336633663,2453.58764671386,2453.58764671386,0.594059405940594,-633.656868358807,-770.693905395844,0.613861386138614,-1070.94392108064,361.619018200363,0.475247524752475,-1925.88271664603,-1716.93042763169
101,0.673267326732673,1922.97627172908,1922.97627172908,0.613861386138614,-274.251328365031,-0.567117838714935,0.623762376237624,-927.648341979436,839.806848888193,0.475247524752475,-1993.70863079548,-1335.63413133539
102,0.643564356435644,1333.24365140823,1333.24365140823,0.603960396039604,-433.074857776796,-433.074857776796,0.623762376237624,-720.295400802966,1601.67313075447,0.504950495049505,-1360.98829733985,-250.634131335394
103,0.663366336633663,1803.04163120621,1803.04163120621,0.603960396039604,-462.51930222124,-462.51930222124,0.613861386138614,-916.406511914077,1183.39270747405,0.475247524752475,-1757.41519792465,-183.041538742801
104,0.653465346534653,1667.32734549192,1667.32734549192,0.613861386138614,-101.566921268859,-224.294193996132,0.613861386138614,-928.059172978502,1539.05288063422,0.475247524752475,-1808.48036083191,-324.708205409467
105,0.653465346534653,1680.30031846489,1680.30031846489,0.574257425742574,-827.879662581601,-489.195452055285,0.623762376237624,-744.736797086468,986.630230711576,0.465346534653465,-2154.57859850755,-293.411909113171
106,0.633663366336634,1423.63365179822,1423.63365179822,0.584158415841584,-579.243298945238,120.756701054762,0.594059405940594,-1253.84479435236,371.933261014606,0.485148514851485,-1845.55761948657,-73.411909113171
107,0.633663366336634,1367.72456088913,1367.72456088913,0.594059405940594,-455.2289255191,-490.943211233386,0.603960396039604,-853.827706177378,1535.35918694053,0.475247524752475,-1943.28489221385,711.588090886829
108,0.633663366336634,1371.67713005909,1371.67713005909,0.574257425742574,-739.885010175185,-650.188040478215,0.603960396039604,-1033.90875045279,2232.01137131011,0.485148514851485,-994.878668854938,268.625127923866
109,0.643564356435644,1615.62969922906,1615.62969922906,0.594059405940594,-361.06148076342,-361.06148076342,0.603960396039604,-1134.87513700742,2556.41613321487,0.485148514851485,-1771.71200218827,464.921424220162
110,0.643564356435644,1603.23653683589,1603.23653683589,0.584158415841584,-748.057817759757,-648.360848062787,0.603960396039604,-1171.77810332215,2900.58279988154,0.495049504950495,-1656.32738680366,464.921424220162
111,0.643564356435644,2061.56987016923,2061.56987016923,0.603960396039604,-158.360848062787,-158.360848062787,0.594059405940594,-1269.47070439004,3243.91613321487,0.435643564356436,-1712.53079124235,1164.92142422016
112,0.633663366336634,1946.18525478461,1946.18525478461,0.623762376237624,251.676666757336,251.676666757336,0.613861386138614,-844.067480611526,2896.27063056937,0.495049504950495,-1600.2834307597,1164.92142422016
113,0.623762376237624,1676.18525478461,1676.18525478461,0.633663366336634,424.027504325566,-138.550658252597,0.584158415841584,-1412.89101002329,2868.17539247413,0.504950495049505,-1373.44582392209,1144.92142422016
114,0.623762376237624,1676.18525478461,1676.18525478461,0.564356435643564,-804.284183986123,-841.32122102316,0.613861386138614,-716.224343356624,2949.6039639027,0.495049504950495,-1658.44582392209,1269.92142422016
115,0.633663366336634,2685.27616387552,2685.27616387552,0.613861386138614,184.649249729919,47.612212692882,0.554455445544555,-1890.70073040267,2596.50872580746,0.504950495049505,-1373.44582392209,1454.92142422016
116,0.633663366336634,2706.70473530409,2706.70473530409,0.603960396039604,-152.331322033261,-182.634352336291,0.584158415841584,-1391.52779807184,3097.2494665482,0.495049504950495,-1675.94582392209,1189.92142422016
117,0.623762376237624,2552.65068125004,2552.65068125004,0.584158415841584,-489.718709420648,-270.021739723678,0.594059405940594,-1047.30454120153,3475.15951945826,0.504950495049505,-1552.15041561056,1189.92142422016
